Region,Population,Year,Age
Taupo district,640,1996,75-79 Years
Western Bay of Plenty district,850,1996,75-79 Years
Tauranga city,2830,1996,75-79 Years
Rotorua district,1200,1996,75-79 Years
Whakatane district,690,1996,75-79 Years
Kawerau district,80,1996,75-79 Years
Opotiki district,200,1996,75-79 Years
Gisborne district,1000,1996,75-79 Years
Wairoa district,160,1996,75-79 Years
Hastings district,1560,1996,75-79 Years
Napier city,1640,1996,75-79 Years
Central Hawke's Bay district,280,1996,75-79 Years
New Plymouth district,1870,1996,75-79 Years
Stratford district,240,1996,75-79 Years
South Taranaki district,630,1996,75-79 Years
Ruapehu district,280,1996,75-79 Years
Whanganui district,1330,1996,75-79 Years
Rangitikei district,370,1996,75-79 Years
Manawatu district,590,1996,75-79 Years
Palmerston North city,1520,1996,75-79 Years
Tararua district,440,1996,75-79 Years
Horowhenua district,1050,1996,75-79 Years
Kapiti Coast district,1770,1996,75-79 Years
Porirua city,580,1996,75-79 Years
Upper Hutt city,730,1996,75-79 Years
Lower Hutt city,2010,1996,75-79 Years
Wellington city,2650,1996,75-79 Years
Masterton district,660,1996,75-79 Years
Carterton district,200,1996,75-79 Years
South Wairarapa district,240,1996,75-79 Years
Tasman district,960,1996,75-79 Years
Nelson city,1220,1996,75-79 Years
Marlborough district,1070,1996,75-79 Years
Kaikoura district,100,1996,75-79 Years
Buller district,270,1996,75-79 Years
Grey district,340,1996,75-79 Years
Westland district,190,1996,75-79 Years
Hurunui district,220,1996,75-79 Years
Waimakariri district,720,1996,75-79 Years
Christchurch city,8630,1996,75-79 Years
Selwyn district,350,1996,75-79 Years
Ashburton district,820,1996,75-79 Years
Timaru district,1350,1996,75-79 Years
Mackenzie district,70,1996,75-79 Years
Waimate district,230,1996,75-79 Years
Chatham Islands territory,5,1996,75-79 Years
Waitaki district,750,1996,75-79 Years
Central Otago district,380,1996,75-79 Years
Queenstown-Lakes district,250,1996,75-79 Years
Dunedin city,3070,1996,75-79 Years
Clutha district,390,1996,75-79 Years
Southland district,550,1996,75-79 Years
Gore district,370,1996,75-79 Years
Invercargill city,1330,1996,75-79 Years
Area outside territorial authority,0,1996,75-79 Years
"Total, New Zealand by territorial authority/SA2",96550,2001,75-79 Years
Far North district,1300,2001,75-79 Years
Whangarei district,2080,2001,75-79 Years
Kaipara district,450,2001,75-79 Years
Auckland,24560,2001,75-79 Years
Rodney local board area,1000,2001,75-79 Years
Hibiscus and Bays local board area,2400,2001,75-79 Years
Upper Harbour local board area,480,2001,75-79 Years
Kaipatiki local board area,1480,2001,75-79 Years
Devonport-Takapuna local board area,1690,2001,75-79 Years
Henderson-Massey local board area,1630,2001,75-79 Years
Waitakere Ranges local board area,640,2001,75-79 Years
Aotea/Great Barrier local board area,25,2001,75-79 Years
Waiheke local board area,210,2001,75-79 Years
Waitemata local board area,690,2001,75-79 Years
Whau local board area,1570,2001,75-79 Years
Albert-Eden local board area,1580,2001,75-79 Years
Puketapapa local board area,1220,2001,75-79 Years
Orakei local board area,1980,2001,75-79 Years
Maungakiekie-Tamaki local board area,1340,2001,75-79 Years
Howick local board area,1980,2001,75-79 Years
Mangere-Otahuhu local board area,800,2001,75-79 Years
Otara-Papatoetoe local board area,1140,2001,75-79 Years
Manurewa local board area,880,2001,75-79 Years
Papakura local board area,740,2001,75-79 Years
Franklin local board area,1090,2001,75-79 Years
Thames-Coromandel district,1050,2001,75-79 Years
Hauraki district,510,2001,75-79 Years
Waikato district,940,2001,75-79 Years
Matamata-Piako district,880,2001,75-79 Years
Hamilton city,2490,2001,75-79 Years
Waipa district,1080,2001,75-79 Years
Otorohanga district,150,2001,75-79 Years
South Waikato district,470,2001,75-79 Years
Waitomo district,220,2001,75-79 Years
Taupo district,780,2001,75-79 Years
Western Bay of Plenty district,1100,2001,75-79 Years
Tauranga city,3660,2001,75-79 Years
Rotorua district,1420,2001,75-79 Years
Whakatane district,780,2001,75-79 Years
Kawerau district,130,2001,75-79 Years
Opotiki district,220,2001,75-79 Years
Gisborne district,1040,2001,75-79 Years
Wairoa district,200,2001,75-79 Years
Hastings district,1800,2001,75-79 Years
Napier city,1840,2001,75-79 Years
Central Hawke's Bay district,340,2001,75-79 Years
New Plymouth district,2200,2001,75-79 Years
Stratford district,270,2001,75-79 Years
South Taranaki district,710,2001,75-79 Years
Ruapehu district,290,2001,75-79 Years
Whanganui district,1530,2001,75-79 Years
Rangitikei district,370,2001,75-79 Years
Manawatu district,690,2001,75-79 Years
Palmerston North city,1760,2001,75-79 Years
Tararua district,480,2001,75-79 Years
Horowhenua district,1200,2001,75-79 Years
Kapiti Coast district,2100,2001,75-79 Years
Porirua city,630,2001,75-79 Years
Upper Hutt city,920,2001,75-79 Years
Lower Hutt city,2120,2001,75-79 Years
Wellington city,2980,2001,75-79 Years
Masterton district,760,2001,75-79 Years
Carterton district,190,2001,75-79 Years
South Wairarapa district,280,2001,75-79 Years
Tasman district,1180,2001,75-79 Years
Nelson city,1400,2001,75-79 Years
Marlborough district,1360,2001,75-79 Years
Kaikoura district,120,2001,75-79 Years
Buller district,280,2001,75-79 Years
Grey district,360,2001,75-79 Years
Westland district,240,2001,75-79 Years
Hurunui district,270,2001,75-79 Years
Waimakariri district,990,2001,75-79 Years
Christchurch city,10080,2001,75-79 Years
Selwyn district,450,2001,75-79 Years
Ashburton district,900,2001,75-79 Years
Timaru district,1640,2001,75-79 Years
Mackenzie district,60,2001,75-79 Years
Waimate district,250,2001,75-79 Years
Chatham Islands territory,10,2001,75-79 Years
Waitaki district,830,2001,75-79 Years
Central Otago district,540,2001,75-79 Years
Queenstown-Lakes district,330,2001,75-79 Years
Dunedin city,3290,2001,75-79 Years
Clutha district,460,2001,75-79 Years
Southland district,650,2001,75-79 Years
Gore district,410,2001,75-79 Years
Invercargill city,1470,2001,75-79 Years
Area outside territorial authority,0,2001,75-79 Years
"Total, New Zealand by territorial authority/SA2",103600,2006,75-79 Years
Far North district,1500,2006,75-79 Years
Whangarei district,2360,2006,75-79 Years
Kaipara district,540,2006,75-79 Years
Auckland,26060,2006,75-79 Years
Rodney local board area,1140,2006,75-79 Years
Hibiscus and Bays local board area,2600,2006,75-79 Years
Upper Harbour local board area,760,2006,75-79 Years
Kaipatiki local board area,1460,2006,75-79 Years
Devonport-Takapuna local board area,1540,2006,75-79 Years
Henderson-Massey local board area,1990,2006,75-79 Years
Waitakere Ranges local board area,700,2006,75-79 Years
Aotea/Great Barrier local board area,25,2006,75-79 Years
Waiheke local board area,180,2006,75-79 Years
Waitemata local board area,680,2006,75-79 Years
Whau local board area,1670,2006,75-79 Years
Albert-Eden local board area,1420,2006,75-79 Years
Puketapapa local board area,1120,2006,75-79 Years
Orakei local board area,1950,2006,75-79 Years
Maungakiekie-Tamaki local board area,1200,2006,75-79 Years
Howick local board area,2280,2006,75-79 Years
Mangere-Otahuhu local board area,890,2006,75-79 Years
Otara-Papatoetoe local board area,1160,2006,75-79 Years
Manurewa local board area,1090,2006,75-79 Years
Papakura local board area,930,2006,75-79 Years
Franklin local board area,1260,2006,75-79 Years
Thames-Coromandel district,1170,2006,75-79 Years
Hauraki district,600,2006,75-79 Years
Waikato district,1080,2006,75-79 Years
Matamata-Piako district,1080,2006,75-79 Years
Hamilton city,2830,2006,75-79 Years
Waipa district,1200,2006,75-79 Years
Otorohanga district,190,2006,75-79 Years
South Waikato district,570,2006,75-79 Years
Waitomo district,220,2006,75-79 Years
Taupo district,900,2006,75-79 Years
Western Bay of Plenty district,1310,2006,75-79 Years
Tauranga city,4010,2006,75-79 Years
Rotorua district,1580,2006,75-79 Years
Whakatane district,880,2006,75-79 Years
Kawerau district,180,2006,75-79 Years
Opotiki district,230,2006,75-79 Years
Gisborne district,1120,2006,75-79 Years
Wairoa district,210,2006,75-79 Years
Hastings district,1860,2006,75-79 Years
Napier city,1880,2006,75-79 Years
Central Hawke's Bay district,330,2006,75-79 Years
New Plymouth district,2320,2006,75-79 Years
Stratford district,310,2006,75-79 Years
South Taranaki district,720,2006,75-79 Years
Ruapehu district,300,2006,75-79 Years
Whanganui district,1620,2006,75-79 Years
Rangitikei district,440,2006,75-79 Years
Manawatu district,650,2006,75-79 Years
Palmerston North city,1900,2006,75-79 Years
Tararua district,510,2006,75-79 Years
Horowhenua district,1280,2006,75-79 Years
Kapiti Coast district,2380,2006,75-79 Years
Porirua city,730,2006,75-79 Years
Upper Hutt city,1040,2006,75-79 Years
Lower Hutt city,2190,2006,75-79 Years
Wellington city,2940,2006,75-79 Years
Masterton district,840,2006,75-79 Years
Carterton district,230,2006,75-79 Years
South Wairarapa district,300,2006,75-79 Years
Tasman district,1150,2006,75-79 Years
Nelson city,1340,2006,75-79 Years
Marlborough district,1460,2006,75-79 Years
Kaikoura district,120,2006,75-79 Years
Buller district,310,2006,75-79 Years
Grey district,350,2006,75-79 Years
Westland district,190,2006,75-79 Years
Hurunui district,290,2006,75-79 Years
Waimakariri district,1250,2006,75-79 Years
Christchurch city,10390,2006,75-79 Years
Selwyn district,580,2006,75-79 Years
Ashburton district,970,2006,75-79 Years
Timaru district,1760,2006,75-79 Years
Mackenzie district,90,2006,75-79 Years
Waimate district,290,2006,75-79 Years
Chatham Islands territory,10,2006,75-79 Years
Waitaki district,840,2006,75-79 Years
Central Otago district,590,2006,75-79 Years
Queenstown-Lakes district,410,2006,75-79 Years
Dunedin city,3440,2006,75-79 Years
Clutha district,490,2006,75-79 Years
Southland district,640,2006,75-79 Years
Gore district,430,2006,75-79 Years
Invercargill city,1570,2006,75-79 Years
Area outside territorial authority,5,2006,75-79 Years
"Total, New Zealand by territorial authority/SA2",109340,2013,75-79 Years
Far North district,1800,2013,75-79 Years
Whangarei district,2590,2013,75-79 Years
Kaipara district,630,2013,75-79 Years
Auckland,28860,2013,75-79 Years
Rodney local board area,1400,2013,75-79 Years
Hibiscus and Bays local board area,2960,2013,75-79 Years
Upper Harbour local board area,1020,2013,75-79 Years
Kaipatiki local board area,1640,2013,75-79 Years
Devonport-Takapuna local board area,1420,2013,75-79 Years
Henderson-Massey local board area,2180,2013,75-79 Years
Waitakere Ranges local board area,750,2013,75-79 Years
Aotea/Great Barrier local board area,35,2013,75-79 Years
Waiheke local board area,220,2013,75-79 Years
Waitemata local board area,770,2013,75-79 Years
Whau local board area,1780,2013,75-79 Years
Albert-Eden local board area,1510,2013,75-79 Years
Puketapapa local board area,1150,2013,75-79 Years
Orakei local board area,1970,2013,75-79 Years
Maungakiekie-Tamaki local board area,1290,2013,75-79 Years
Howick local board area,2880,2013,75-79 Years
Mangere-Otahuhu local board area,1050,2013,75-79 Years
Otara-Papatoetoe local board area,1210,2013,75-79 Years
Manurewa local board area,1180,2013,75-79 Years
Papakura local board area,900,2013,75-79 Years
Franklin local board area,1550,2013,75-79 Years
Thames-Coromandel district,1230,2013,75-79 Years
Hauraki district,770,2013,75-79 Years
Waikato district,1220,2013,75-79 Years
Matamata-Piako district,1120,2013,75-79 Years
Hamilton city,2930,2013,75-79 Years
Waipa district,1440,2013,75-79 Years
Otorohanga district,220,2013,75-79 Years
South Waikato district,660,2013,75-79 Years
Waitomo district,220,2013,75-79 Years
Taupo district,1020,2013,75-79 Years
Western Bay of Plenty district,1570,2013,75-79 Years
Tauranga city,4190,2013,75-79 Years
Rotorua district,1570,2013,75-79 Years
Whakatane district,950,2013,75-79 Years
Kawerau district,210,2013,75-79 Years
Opotiki district,280,2013,75-79 Years
Gisborne district,1110,2013,75-79 Years
Wairoa district,240,2013,75-79 Years
Hastings district,2030,2013,75-79 Years
Napier city,2010,2013,75-79 Years
Central Hawke's Bay district,360,2013,75-79 Years
New Plymouth district,2340,2013,75-79 Years
Stratford district,280,2013,75-79 Years
South Taranaki district,730,2013,75-79 Years
Ruapehu district,260,2013,75-79 Years
Whanganui district,1550,2013,75-79 Years
Rangitikei district,490,2013,75-79 Years
Manawatu district,810,2013,75-79 Years
Palmerston North city,1940,2013,75-79 Years
Tararua district,520,2013,75-79 Years
Horowhenua district,1370,2013,75-79 Years
Kapiti Coast district,2400,2013,75-79 Years
Porirua city,850,2013,75-79 Years
Upper Hutt city,1060,2013,75-79 Years
Lower Hutt city,2220,2013,75-79 Years
Wellington city,3100,2013,75-79 Years
Masterton district,840,2013,75-79 Years
Carterton district,260,2013,75-79 Years
South Wairarapa district,320,2013,75-79 Years
Tasman district,1510,2013,75-79 Years
Nelson city,1450,2013,75-79 Years
Marlborough district,1510,2013,75-79 Years
Kaikoura district,120,2013,75-79 Years
Buller district,330,2013,75-79 Years
Grey district,390,2013,75-79 Years
Westland district,190,2013,75-79 Years
Hurunui district,360,2013,75-79 Years
Waimakariri district,1470,2013,75-79 Years
Christchurch city,9110,2013,75-79 Years
Selwyn district,800,2013,75-79 Years
Ashburton district,960,2013,75-79 Years
Timaru district,1680,2013,75-79 Years
Mackenzie district,130,2013,75-79 Years
Waimate district,290,2013,75-79 Years
Chatham Islands territory,15,2013,75-79 Years
Waitaki district,810,2013,75-79 Years
Central Otago district,690,2013,75-79 Years
Queenstown-Lakes district,460,2013,75-79 Years
Dunedin city,3250,2013,75-79 Years
Clutha district,450,2013,75-79 Years
Southland district,730,2013,75-79 Years
Gore district,460,2013,75-79 Years
Invercargill city,1600,2013,75-79 Years
Area outside territorial authority,0,2013,75-79 Years
"Total, New Zealand by territorial authority/SA2",135870,2018,75-79 Years
Far North district,2280,2018,75-79 Years
Whangarei district,3370,2018,75-79 Years
Kaipara district,950,2018,75-79 Years
Auckland,36010,2018,75-79 Years
Rodney local board area,2060,2018,75-79 Years
Hibiscus and Bays local board area,3670,2018,75-79 Years
Upper Harbour local board area,1410,2018,75-79 Years
Kaipatiki local board area,2050,2018,75-79 Years
Devonport-Takapuna local board area,1780,2018,75-79 Years
Henderson-Massey local board area,2210,2018,75-79 Years
Waitakere Ranges local board area,950,2018,75-79 Years
Aotea/Great Barrier local board area,40,2018,75-79 Years
Waiheke local board area,360,2018,75-79 Years
Waitemata local board area,1160,2018,75-79 Years
Whau local board area,1910,2018,75-79 Years
Albert-Eden local board area,1790,2018,75-79 Years
Puketapapa local board area,1410,2018,75-79 Years
Orakei local board area,2530,2018,75-79 Years
Maungakiekie-Tamaki local board area,1550,2018,75-79 Years
Howick local board area,3670,2018,75-79 Years
Mangere-Otahuhu local board area,1320,2018,75-79 Years
Otara-Papatoetoe local board area,1360,2018,75-79 Years
Manurewa local board area,1460,2018,75-79 Years
Papakura local board area,1080,2018,75-79 Years
Franklin local board area,2240,2018,75-79 Years
Thames-Coromandel district,1720,2018,75-79 Years
Hauraki district,940,2018,75-79 Years
Waikato district,1700,2018,75-79 Years
Matamata-Piako district,1410,2018,75-79 Years
Hamilton city,3530,2018,75-79 Years
Waipa district,1880,2018,75-79 Years
Otorohanga district,280,2018,75-79 Years
South Waikato district,770,2018,75-79 Years
Waitomo district,270,2018,75-79 Years
Taupo district,1390,2018,75-79 Years
Western Bay of Plenty district,2120,2018,75-79 Years
Tauranga city,5500,2018,75-79 Years
Rotorua district,1990,2018,75-79 Years
Whakatane district,1190,2018,75-79 Years
Kawerau district,300,2018,75-79 Years
Opotiki district,290,2018,75-79 Years
Gisborne district,1340,2018,75-79 Years
Wairoa district,250,2018,75-79 Years
Hastings district,2640,2018,75-79 Years
Napier city,2340,2018,75-79 Years
Central Hawke's Bay district,500,2018,75-79 Years
New Plymouth district,2660,2018,75-79 Years
Stratford district,290,2018,75-79 Years
South Taranaki district,840,2018,75-79 Years
Ruapehu district,350,2018,75-79 Years
Whanganui district,1780,2018,75-79 Years
Rangitikei district,540,2018,75-79 Years
Manawatu district,1010,2018,75-79 Years
Palmerston North city,2300,2018,75-79 Years
Tararua district,590,2018,75-79 Years
Horowhenua district,1660,2018,75-79 Years
Kapiti Coast district,2850,2018,75-79 Years
Porirua city,1250,2018,75-79 Years
Upper Hutt city,1200,2018,75-79 Years
Lower Hutt city,2750,2018,75-79 Years
Wellington city,3840,2018,75-79 Years
Masterton district,1040,2018,75-79 Years
Carterton district,380,2018,75-79 Years
South Wairarapa district,430,2018,75-79 Years
Tasman district,2060,2018,75-79 Years
Nelson city,1810,2018,75-79 Years
Marlborough district,2070,2018,75-79 Years
Kaikoura district,160,2018,75-79 Years
Buller district,390,2018,75-79 Years
Grey district,450,2018,75-79 Years
Westland district,310,2018,75-79 Years
Hurunui district,470,2018,75-79 Years
Waimakariri district,2160,2018,75-79 Years
Christchurch city,10290,2018,75-79 Years
Selwyn district,1260,2018,75-79 Years
Ashburton district,1200,2018,75-79 Years
Timaru district,1940,2018,75-79 Years
Mackenzie district,140,2018,75-79 Years
Waimate district,380,2018,75-79 Years
Chatham Islands territory,20,2018,75-79 Years
Waitaki district,1020,2018,75-79 Years
Central Otago district,880,2018,75-79 Years
Queenstown-Lakes district,740,2018,75-79 Years
Dunedin city,3750,2018,75-79 Years
Clutha district,570,2018,75-79 Years
Southland district,890,2018,75-79 Years
Gore district,480,2018,75-79 Years
Invercargill city,1720,2018,75-79 Years
Area outside territorial authority,0,2018,75-79 Years
"Total, New Zealand by territorial authority/SA2",172040,2023,75-79 Years
Far North district,3190,2023,75-79 Years
Whangarei district,4330,2023,75-79 Years
Kaipara district,1390,2023,75-79 Years
Auckland,44430,2023,75-79 Years
Rodney local board area,2880,2023,75-79 Years
Hibiscus and Bays local board area,4610,2023,75-79 Years
Upper Harbour local board area,1990,2023,75-79 Years
Kaipatiki local board area,2260,2023,75-79 Years
Devonport-Takapuna local board area,2270,2023,75-79 Years
Henderson-Massey local board area,2570,2023,75-79 Years
Waitakere Ranges local board area,1290,2023,75-79 Years
Aotea/Great Barrier local board area,55,2023,75-79 Years
Waiheke local board area,520,2023,75-79 Years
Waitemata local board area,1770,2023,75-79 Years
Whau local board area,2030,2023,75-79 Years
Albert-Eden local board area,2250,2023,75-79 Years
Puketapapa local board area,1490,2023,75-79 Years
Orakei local board area,3160,2023,75-79 Years
Maungakiekie-Tamaki local board area,1720,2023,75-79 Years
Howick local board area,4450,2023,75-79 Years
Mangere-Otahuhu local board area,1510,2023,75-79 Years
Otara-Papatoetoe local board area,1490,2023,75-79 Years
Manurewa local board area,1810,2023,75-79 Years
Papakura local board area,1480,2023,75-79 Years
Franklin local board area,2820,2023,75-79 Years
Thames-Coromandel district,2500,2023,75-79 Years
Hauraki district,1260,2023,75-79 Years
Waikato district,2380,2023,75-79 Years
Matamata-Piako district,1620,2023,75-79 Years
Hamilton city,4490,2023,75-79 Years
Waipa district,2510,2023,75-79 Years
Otorohanga district,350,2023,75-79 Years
South Waikato district,950,2023,75-79 Years
Waitomo district,330,2023,75-79 Years
Taupo district,1880,2023,75-79 Years
Western Bay of Plenty district,2840,2023,75-79 Years
Tauranga city,7000,2023,75-79 Years
Rotorua district,2290,2023,75-79 Years
Whakatane district,1490,2023,75-79 Years
Kawerau district,380,2023,75-79 Years
Opotiki district,380,2023,75-79 Years
Gisborne district,1650,2023,75-79 Years
Wairoa district,330,2023,75-79 Years
Hastings district,3400,2023,75-79 Years
Napier city,3030,2023,75-79 Years
Central Hawke's Bay district,680,2023,75-79 Years
New Plymouth district,3360,2023,75-79 Years
Stratford district,390,2023,75-79 Years
South Taranaki district,1040,2023,75-79 Years
Ruapehu district,460,2023,75-79 Years
Whanganui district,2240,2023,75-79 Years
Rangitikei district,680,2023,75-79 Years
Manawatu district,1320,2023,75-79 Years
Palmerston North city,2710,2023,75-79 Years
Tararua district,760,2023,75-79 Years
Horowhenua district,2140,2023,75-79 Years
Kapiti Coast district,3520,2023,75-79 Years
Porirua city,1600,2023,75-79 Years
Upper Hutt city,1490,2023,75-79 Years
Lower Hutt city,3130,2023,75-79 Years
Wellington city,4740,2023,75-79 Years
Masterton district,1290,2023,75-79 Years
Carterton district,610,2023,75-79 Years
South Wairarapa district,610,2023,75-79 Years
Tasman district,2890,2023,75-79 Years
Nelson city,2570,2023,75-79 Years
Marlborough district,2680,2023,75-79 Years
Kaikoura district,220,2023,75-79 Years
Buller district,570,2023,75-79 Years
Grey district,580,2023,75-79 Years
Westland district,390,2023,75-79 Years
Hurunui district,700,2023,75-79 Years
Waimakariri district,3240,2023,75-79 Years
Christchurch city,12130,2023,75-79 Years
Selwyn district,1930,2023,75-79 Years
Ashburton district,1440,2023,75-79 Years
Timaru district,2230,2023,75-79 Years
Mackenzie district,170,2023,75-79 Years
Waimate district,420,2023,75-79 Years
Chatham Islands territory,10,2023,75-79 Years
Waitaki district,1150,2023,75-79 Years
Central Otago district,1250,2023,75-79 Years
Queenstown-Lakes district,1140,2023,75-79 Years
Dunedin city,4680,2023,75-79 Years
Clutha district,730,2023,75-79 Years
Southland district,1120,2023,75-79 Years
Gore district,570,2023,75-79 Years
Invercargill city,2050,2023,75-79 Years
Area outside territorial authority,5,2023,75-79 Years
"Total, New Zealand by territorial authority/SA2",56420,1996,80-84 Years
Far North district,680,1996,80-84 Years
Whangarei district,1060,1996,80-84 Years
Kaipara district,260,1996,80-84 Years
Auckland,15270,1996,80-84 Years
Rodney local board area,460,1996,80-84 Years
Hibiscus and Bays local board area,1280,1996,80-84 Years
Upper Harbour local board area,200,1996,80-84 Years
Kaipatiki local board area,880,1996,80-84 Years
Devonport-Takapuna local board area,1300,1996,80-84 Years
Henderson-Massey local board area,780,1996,80-84 Years
Waitakere Ranges local board area,270,1996,80-84 Years
Aotea/Great Barrier local board area,10,1996,80-84 Years
Waiheke local board area,140,1996,80-84 Years
Waitemata local board area,480,1996,80-84 Years
Whau local board area,890,1996,80-84 Years
Albert-Eden local board area,1550,1996,80-84 Years
Puketapapa local board area,870,1996,80-84 Years
Orakei local board area,1410,1996,80-84 Years
Maungakiekie-Tamaki local board area,950,1996,80-84 Years
Howick local board area,1170,1996,80-84 Years
Mangere-Otahuhu local board area,450,1996,80-84 Years
Otara-Papatoetoe local board area,650,1996,80-84 Years
Manurewa local board area,490,1996,80-84 Years
Papakura local board area,470,1996,80-84 Years
Franklin local board area,570,1996,80-84 Years
Thames-Coromandel district,520,1996,80-84 Years
Hauraki district,290,1996,80-84 Years
Waikato district,550,1996,80-84 Years
Matamata-Piako district,480,1996,80-84 Years
Hamilton city,1580,1996,80-84 Years
Waipa district,690,1996,80-84 Years
Otorohanga district,100,1996,80-84 Years
South Waikato district,190,1996,80-84 Years
Waitomo district,130,1996,80-84 Years
Taupo district,360,1996,80-84 Years
Western Bay of Plenty district,490,1996,80-84 Years
Tauranga city,1770,1996,80-84 Years
Rotorua district,790,1996,80-84 Years
Whakatane district,400,1996,80-84 Years
Kawerau district,40,1996,80-84 Years
Opotiki district,120,1996,80-84 Years
Gisborne district,750,1996,80-84 Years
Wairoa district,120,1996,80-84 Years
Hastings district,1070,1996,80-84 Years
Napier city,1050,1996,80-84 Years
Central Hawke's Bay district,180,1996,80-84 Years
New Plymouth district,1240,1996,80-84 Years
Stratford district,140,1996,80-84 Years
South Taranaki district,440,1996,80-84 Years
Ruapehu district,170,1996,80-84 Years
Whanganui district,950,1996,80-84 Years
Rangitikei district,260,1996,80-84 Years
Manawatu district,400,1996,80-84 Years
Palmerston North city,1110,1996,80-84 Years
Tararua district,320,1996,80-84 Years
Horowhenua district,630,1996,80-84 Years
Kapiti Coast district,1130,1996,80-84 Years
Porirua city,280,1996,80-84 Years
Upper Hutt city,460,1996,80-84 Years
Lower Hutt city,1400,1996,80-84 Years
Wellington city,1880,1996,80-84 Years
Masterton district,440,1996,80-84 Years
Carterton district,110,1996,80-84 Years
South Wairarapa district,140,1996,80-84 Years
Tasman district,590,1996,80-84 Years
Nelson city,790,1996,80-84 Years
Marlborough district,710,1996,80-84 Years
Kaikoura district,50,1996,80-84 Years
Buller district,190,1996,80-84 Years
Grey district,220,1996,80-84 Years
Westland district,130,1996,80-84 Years
Hurunui district,120,1996,80-84 Years
Waimakariri district,440,1996,80-84 Years
Christchurch city,5910,1996,80-84 Years
Selwyn district,230,1996,80-84 Years
Ashburton district,530,1996,80-84 Years
Timaru district,960,1996,80-84 Years
Mackenzie district,30,1996,80-84 Years
Waimate district,170,1996,80-84 Years
Chatham Islands territory,5,1996,80-84 Years
Waitaki district,510,1996,80-84 Years
Central Otago district,290,1996,80-84 Years
Queenstown-Lakes district,160,1996,80-84 Years
Dunedin city,2200,1996,80-84 Years
Clutha district,260,1996,80-84 Years
Southland district,350,1996,80-84 Years
Gore district,240,1996,80-84 Years
Invercargill city,920,1996,80-84 Years
Area outside territorial authority,0,1996,80-84 Years
"Total, New Zealand by territorial authority/SA2",62520,2001,80-84 Years
Far North district,810,2001,80-84 Years
Whangarei district,1230,2001,80-84 Years
Kaipara district,310,2001,80-84 Years
Auckland,16570,2001,80-84 Years
Rodney local board area,610,2001,80-84 Years
Hibiscus and Bays local board area,1600,2001,80-84 Years
Upper Harbour local board area,290,2001,80-84 Years
Kaipatiki local board area,950,2001,80-84 Years
Devonport-Takapuna local board area,1310,2001,80-84 Years
Henderson-Massey local board area,930,2001,80-84 Years
Waitakere Ranges local board area,340,2001,80-84 Years
Aotea/Great Barrier local board area,10,2001,80-84 Years
Waiheke local board area,140,2001,80-84 Years
Waitemata local board area,440,2001,80-84 Years
Whau local board area,1010,2001,80-84 Years
Albert-Eden local board area,1380,2001,80-84 Years
Puketapapa local board area,910,2001,80-84 Years
Orakei local board area,1500,2001,80-84 Years
Maungakiekie-Tamaki local board area,910,2001,80-84 Years
Howick local board area,1330,2001,80-84 Years
Mangere-Otahuhu local board area,450,2001,80-84 Years
Otara-Papatoetoe local board area,740,2001,80-84 Years
Manurewa local board area,480,2001,80-84 Years
Papakura local board area,580,2001,80-84 Years
Franklin local board area,680,2001,80-84 Years
Thames-Coromandel district,610,2001,80-84 Years
Hauraki district,320,2001,80-84 Years
Waikato district,600,2001,80-84 Years
Matamata-Piako district,540,2001,80-84 Years
Hamilton city,1700,2001,80-84 Years
Waipa district,740,2001,80-84 Years
Otorohanga district,120,2001,80-84 Years
South Waikato district,240,2001,80-84 Years
Waitomo district,120,2001,80-84 Years
Taupo district,450,2001,80-84 Years
Western Bay of Plenty district,630,2001,80-84 Years
Tauranga city,2320,2001,80-84 Years
Rotorua district,880,2001,80-84 Years
Whakatane district,500,2001,80-84 Years
Kawerau district,60,2001,80-84 Years
Opotiki district,140,2001,80-84 Years
Gisborne district,690,2001,80-84 Years
Wairoa district,90,2001,80-84 Years
Hastings district,1190,2001,80-84 Years
Napier city,1210,2001,80-84 Years
Central Hawke's Bay district,210,2001,80-84 Years
New Plymouth district,1400,2001,80-84 Years
Stratford district,180,2001,80-84 Years
South Taranaki district,440,2001,80-84 Years
Ruapehu district,190,2001,80-84 Years
Whanganui district,950,2001,80-84 Years
Rangitikei district,250,2001,80-84 Years
Manawatu district,430,2001,80-84 Years
Palmerston North city,1210,2001,80-84 Years
Tararua district,320,2001,80-84 Years
Horowhenua district,760,2001,80-84 Years
Kapiti Coast district,1430,2001,80-84 Years
Porirua city,350,2001,80-84 Years
Upper Hutt city,570,2001,80-84 Years
Lower Hutt city,1380,2001,80-84 Years
Wellington city,1880,2001,80-84 Years
Masterton district,500,2001,80-84 Years
Carterton district,150,2001,80-84 Years
South Wairarapa district,160,2001,80-84 Years
Tasman district,770,2001,80-84 Years
Nelson city,910,2001,80-84 Years
Marlborough district,790,2001,80-84 Years
Kaikoura district,70,2001,80-84 Years
Buller district,190,2001,80-84 Years
Grey district,230,2001,80-84 Years
Westland district,120,2001,80-84 Years
Hurunui district,160,2001,80-84 Years
Waimakariri district,550,2001,80-84 Years
Christchurch city,6600,2001,80-84 Years
Selwyn district,260,2001,80-84 Years
Ashburton district,590,2001,80-84 Years
Timaru district,1030,2001,80-84 Years
Mackenzie district,40,2001,80-84 Years
Waimate district,160,2001,80-84 Years
Chatham Islands territory,5,2001,80-84 Years
Waitaki district,550,2001,80-84 Years
