Region,Population,Year,Age
Waikato District,2020,2028,80-84 years
Matamata-Piako District,1350,2028,80-84 years
Hamilton City,3750,2028,80-84 years
Waipa District,2160,2028,80-84 years
Otorohanga District,270,2028,80-84 years
South Waikato District,730,2028,80-84 years
Waitomo District,240,2028,80-84 years
Taupo District,1550,2028,80-84 years
Western Bay of Plenty District,2410,2028,80-84 years
Tauranga City,6300,2028,80-84 years
Rotorua District,1810,2028,80-84 years
Whakatane District,1110,2028,80-84 years
Kawerau District,290,2028,80-84 years
Opotiki District,290,2028,80-84 years
Gisborne District,1350,2028,80-84 years
Wairoa District,240,2028,80-84 years
Hastings District,2800,2028,80-84 years
Napier City,2510,2028,80-84 years
Central Hawke's Bay District,570,2028,80-84 years
New Plymouth District,2820,2028,80-84 years
Stratford District,320,2028,80-84 years
South Taranaki District,810,2028,80-84 years
Ruapehu District,320,2028,80-84 years
Whanganui District,1810,2028,80-84 years
Rangitikei District,530,2028,80-84 years
Manawatu District,1130,2028,80-84 years
Palmerston North City,2290,2028,80-84 years
Tararua District,610,2028,80-84 years
Horowhenua District,1660,2028,80-84 years
Kapiti Coast District,2930,2028,80-84 years
Porirua City,1350,2028,80-84 years
Upper Hutt City,1270,2028,80-84 years
Lower Hutt City,2520,2028,80-84 years
Wellington City,3880,2028,80-84 years
Masterton District,1120,2028,80-84 years
Carterton District,510,2028,80-84 years
South Wairarapa District,500,2028,80-84 years
Tasman District,2500,2028,80-84 years
Nelson City,2190,2028,80-84 years
Marlborough District,2240,2028,80-84 years
Kaikoura District,170,2028,80-84 years
Buller District,440,2028,80-84 years
Grey District,460,2028,80-84 years
Westland District,320,2028,80-84 years
Hurunui District,550,2028,80-84 years
Waimakariri District,2680,2028,80-84 years
Christchurch City,9790,2028,80-84 years
Selwyn District,1720,2028,80-84 years
Ashburton District,1140,2028,80-84 years
Timaru District,1880,2028,80-84 years
Mackenzie District,150,2028,80-84 years
Waimate District,350,2028,80-84 years
Chatham Islands Territory,5,2028,80-84 years
Waitaki District,940,2028,80-84 years
Central Otago District,1050,2028,80-84 years
Queenstown-Lakes District,940,2028,80-84 years
Dunedin City,3900,2028,80-84 years
Clutha District,600,2028,80-84 years
Southland District,900,2028,80-84 years
Gore District,480,2028,80-84 years
Invercargill City,1740,2028,80-84 years
Far North District,3020,2033,80-84 years
Whangarei District,4280,2033,80-84 years
Kaipara District,1450,2033,80-84 years
Auckland,46020,2033,80-84 years
Thames-Coromandel District,2560,2033,80-84 years
Hauraki District,1160,2033,80-84 years
Waikato District,2600,2033,80-84 years
Matamata-Piako District,1610,2033,80-84 years
Hamilton City,4250,2033,80-84 years
Waipa District,2380,2033,80-84 years
Otorohanga District,360,2033,80-84 years
South Waikato District,780,2033,80-84 years
Waitomo District,310,2033,80-84 years
Taupo District,1910,2033,80-84 years
Western Bay of Plenty District,2830,2033,80-84 years
Tauranga City,6870,2033,80-84 years
Rotorua District,2200,2033,80-84 years
Whakatane District,1410,2033,80-84 years
Kawerau District,340,2033,80-84 years
Opotiki District,350,2033,80-84 years
Gisborne District,1710,2033,80-84 years
Wairoa District,320,2033,80-84 years
Hastings District,3220,2033,80-84 years
Napier City,2860,2033,80-84 years
Central Hawke's Bay District,710,2033,80-84 years
New Plymouth District,3380,2033,80-84 years
Stratford District,400,2033,80-84 years
South Taranaki District,920,2033,80-84 years
Ruapehu District,450,2033,80-84 years
Whanganui District,2080,2033,80-84 years
Rangitikei District,580,2033,80-84 years
Manawatu District,1330,2033,80-84 years
Palmerston North City,2740,2033,80-84 years
Tararua District,760,2033,80-84 years
Horowhenua District,1820,2033,80-84 years
Kapiti Coast District,2980,2033,80-84 years
Porirua City,1600,2033,80-84 years
Upper Hutt City,1390,2033,80-84 years
Lower Hutt City,2760,2033,80-84 years
Wellington City,4590,2033,80-84 years
Masterton District,1340,2033,80-84 years
Carterton District,580,2033,80-84 years
South Wairarapa District,600,2033,80-84 years
Tasman District,3120,2033,80-84 years
Nelson City,2450,2033,80-84 years
Marlborough District,2490,2033,80-84 years
Kaikoura District,200,2033,80-84 years
Buller District,570,2033,80-84 years
Grey District,550,2033,80-84 years
Westland District,340,2033,80-84 years
Hurunui District,620,2033,80-84 years
Waimakariri District,3250,2033,80-84 years
Christchurch City,11250,2033,80-84 years
Selwyn District,2450,2033,80-84 years
Ashburton District,1290,2033,80-84 years
Timaru District,2220,2033,80-84 years
Mackenzie District,220,2033,80-84 years
Waimate District,370,2033,80-84 years
Chatham Islands Territory,20,2033,80-84 years
Waitaki District,1110,2033,80-84 years
Central Otago District,1320,2033,80-84 years
Queenstown-Lakes District,1190,2033,80-84 years
Dunedin City,4540,2033,80-84 years
Clutha District,670,2033,80-84 years
Southland District,1060,2033,80-84 years
Gore District,500,2033,80-84 years
Invercargill City,2020,2033,80-84 years
Far North District,3410,2038,80-84 years
Whangarei District,5040,2038,80-84 years
Kaipara District,1760,2038,80-84 years
Auckland,55900,2038,80-84 years
Thames-Coromandel District,2600,2038,80-84 years
Hauraki District,1400,2038,80-84 years
Waikato District,3330,2038,80-84 years
Matamata-Piako District,1840,2038,80-84 years
Hamilton City,5010,2038,80-84 years
Waipa District,2700,2038,80-84 years
Otorohanga District,380,2038,80-84 years
South Waikato District,950,2038,80-84 years
Waitomo District,340,2038,80-84 years
Taupo District,2020,2038,80-84 years
Western Bay of Plenty District,3470,2038,80-84 years
Tauranga City,7420,2038,80-84 years
Rotorua District,2540,2038,80-84 years
Whakatane District,1660,2038,80-84 years
Kawerau District,370,2038,80-84 years
Opotiki District,430,2038,80-84 years
Gisborne District,2010,2038,80-84 years
Wairoa District,370,2038,80-84 years
Hastings District,3540,2038,80-84 years
Napier City,2940,2038,80-84 years
Central Hawke's Bay District,840,2038,80-84 years
New Plymouth District,3880,2038,80-84 years
Stratford District,450,2038,80-84 years
South Taranaki District,1100,2038,80-84 years
Ruapehu District,560,2038,80-84 years
Whanganui District,2400,2038,80-84 years
Rangitikei District,700,2038,80-84 years
Manawatu District,1480,2038,80-84 years
Palmerston North City,3000,2038,80-84 years
Tararua District,850,2038,80-84 years
Horowhenua District,1950,2038,80-84 years
Kapiti Coast District,3210,2038,80-84 years
Porirua City,1850,2038,80-84 years
Upper Hutt City,1650,2038,80-84 years
Lower Hutt City,3200,2038,80-84 years
Wellington City,5200,2038,80-84 years
Masterton District,1520,2038,80-84 years
Carterton District,620,2038,80-84 years
South Wairarapa District,630,2038,80-84 years
Tasman District,3460,2038,80-84 years
Nelson City,2740,2038,80-84 years
Marlborough District,2640,2038,80-84 years
Kaikoura District,250,2038,80-84 years
Buller District,620,2038,80-84 years
Grey District,630,2038,80-84 years
Westland District,420,2038,80-84 years
Hurunui District,700,2038,80-84 years
Waimakariri District,3420,2038,80-84 years
Christchurch City,12580,2038,80-84 years
Selwyn District,3240,2038,80-84 years
Ashburton District,1380,2038,80-84 years
Timaru District,2310,2038,80-84 years
Mackenzie District,250,2038,80-84 years
Waimate District,390,2038,80-84 years
Chatham Islands Territory,30,2038,80-84 years
Waitaki District,1170,2038,80-84 years
Central Otago District,1510,2038,80-84 years
Queenstown-Lakes District,1510,2038,80-84 years
Dunedin City,5220,2038,80-84 years
Clutha District,790,2038,80-84 years
Southland District,1340,2038,80-84 years
Gore District,610,2038,80-84 years
Invercargill City,2320,2038,80-84 years
Far North District,4060,2043,80-84 years
Whangarei District,5850,2043,80-84 years
Kaipara District,1980,2043,80-84 years
Auckland,67510,2043,80-84 years
Thames-Coromandel District,2680,2043,80-84 years
Hauraki District,1510,2043,80-84 years
Waikato District,4090,2043,80-84 years
Matamata-Piako District,2090,2043,80-84 years
Hamilton City,5790,2043,80-84 years
Waipa District,3190,2043,80-84 years
Otorohanga District,460,2043,80-84 years
South Waikato District,1170,2043,80-84 years
Waitomo District,420,2043,80-84 years
Taupo District,2300,2043,80-84 years
Western Bay of Plenty District,3910,2043,80-84 years
Tauranga City,8560,2043,80-84 years
Rotorua District,3100,2043,80-84 years
Whakatane District,1870,2043,80-84 years
Kawerau District,440,2043,80-84 years
Opotiki District,550,2043,80-84 years
Gisborne District,2310,2043,80-84 years
Wairoa District,410,2043,80-84 years
Hastings District,4290,2043,80-84 years
Napier City,3450,2043,80-84 years
Central Hawke's Bay District,940,2043,80-84 years
New Plymouth District,4530,2043,80-84 years
Stratford District,570,2043,80-84 years
South Taranaki District,1290,2043,80-84 years
Ruapehu District,610,2043,80-84 years
Whanganui District,2670,2043,80-84 years
Rangitikei District,850,2043,80-84 years
Manawatu District,1790,2043,80-84 years
Palmerston North City,3640,2043,80-84 years
Tararua District,970,2043,80-84 years
Horowhenua District,2290,2043,80-84 years
Kapiti Coast District,3740,2043,80-84 years
Porirua City,2230,2043,80-84 years
Upper Hutt City,2100,2043,80-84 years
Lower Hutt City,3810,2043,80-84 years
Wellington City,6850,2043,80-84 years
Masterton District,1600,2043,80-84 years
Carterton District,690,2043,80-84 years
South Wairarapa District,750,2043,80-84 years
Tasman District,3850,2043,80-84 years
Nelson City,3200,2043,80-84 years
Marlborough District,3000,2043,80-84 years
Kaikoura District,240,2043,80-84 years
Buller District,690,2043,80-84 years
Grey District,730,2043,80-84 years
Westland District,490,2043,80-84 years
Hurunui District,780,2043,80-84 years
Waimakariri District,3960,2043,80-84 years
Christchurch City,14930,2043,80-84 years
Selwyn District,3920,2043,80-84 years
Ashburton District,1540,2043,80-84 years
Timaru District,2700,2043,80-84 years
Mackenzie District,280,2043,80-84 years
Waimate District,470,2043,80-84 years
Chatham Islands Territory,40,2043,80-84 years
Waitaki District,1340,2043,80-84 years
Central Otago District,1660,2043,80-84 years
Queenstown-Lakes District,1800,2043,80-84 years
Dunedin City,6010,2043,80-84 years
Clutha District,890,2043,80-84 years
Southland District,1530,2043,80-84 years
Gore District,730,2043,80-84 years
Invercargill City,2680,2043,80-84 years
Far North District,4200,2048,80-84 years
Whangarei District,5990,2048,80-84 years
Kaipara District,1960,2048,80-84 years
Auckland,73260,2048,80-84 years
Thames-Coromandel District,2450,2048,80-84 years
Hauraki District,1540,2048,80-84 years
Waikato District,4560,2048,80-84 years
Matamata-Piako District,2060,2048,80-84 years
Hamilton City,6080,2048,80-84 years
Waipa District,3270,2048,80-84 years
Otorohanga District,440,2048,80-84 years
South Waikato District,1180,2048,80-84 years
Waitomo District,430,2048,80-84 years
Taupo District,2320,2048,80-84 years
Western Bay of Plenty District,3930,2048,80-84 years
Tauranga City,8980,2048,80-84 years
Rotorua District,3110,2048,80-84 years
Whakatane District,1750,2048,80-84 years
Kawerau District,390,2048,80-84 years
Opotiki District,490,2048,80-84 years
Gisborne District,2300,2048,80-84 years
Wairoa District,380,2048,80-84 years
Hastings District,4270,2048,80-84 years
Napier City,3520,2048,80-84 years
Central Hawke's Bay District,880,2048,80-84 years
New Plymouth District,4310,2048,80-84 years
Stratford District,540,2048,80-84 years
South Taranaki District,1330,2048,80-84 years
Ruapehu District,610,2048,80-84 years
Whanganui District,2590,2048,80-84 years
Rangitikei District,860,2048,80-84 years
Manawatu District,1850,2048,80-84 years
Palmerston North City,3370,2048,80-84 years
Tararua District,970,2048,80-84 years
Horowhenua District,2340,2048,80-84 years
Kapiti Coast District,3920,2048,80-84 years
Porirua City,2430,2048,80-84 years
Upper Hutt City,2100,2048,80-84 years
Lower Hutt City,3660,2048,80-84 years
Wellington City,7310,2048,80-84 years
Masterton District,1600,2048,80-84 years
Carterton District,680,2048,80-84 years
South Wairarapa District,740,2048,80-84 years
Tasman District,3970,2048,80-84 years
Nelson City,3160,2048,80-84 years
Marlborough District,2960,2048,80-84 years
Kaikoura District,210,2048,80-84 years
Buller District,590,2048,80-84 years
Grey District,720,2048,80-84 years
Westland District,480,2048,80-84 years
Hurunui District,770,2048,80-84 years
Waimakariri District,4390,2048,80-84 years
Christchurch City,14600,2048,80-84 years
Selwyn District,4360,2048,80-84 years
Ashburton District,1590,2048,80-84 years
Timaru District,2650,2048,80-84 years
Mackenzie District,280,2048,80-84 years
Waimate District,470,2048,80-84 years
Chatham Islands Territory,25,2048,80-84 years
Waitaki District,1280,2048,80-84 years
Central Otago District,1650,2048,80-84 years
Queenstown-Lakes District,1970,2048,80-84 years
Dunedin City,5730,2048,80-84 years
Clutha District,870,2048,80-84 years
Southland District,1410,2048,80-84 years
Gore District,710,2048,80-84 years
Invercargill City,2570,2048,80-84 years
Far North District,760,2023,85-89 years
Whangarei District,1430,2023,85-89 years
Kaipara District,350,2023,85-89 years
Auckland,16530,2023,85-89 years
Thames-Coromandel District,660,2023,85-89 years
Hauraki District,350,2023,85-89 years
Waikato District,650,2023,85-89 years
Matamata-Piako District,670,2023,85-89 years
Hamilton City,1590,2023,85-89 years
Waipa District,950,2023,85-89 years
Otorohanga District,110,2023,85-89 years
South Waikato District,290,2023,85-89 years
Waitomo District,100,2023,85-89 years
Taupo District,530,2023,85-89 years
Western Bay of Plenty District,910,2023,85-89 years
Tauranga City,2850,2023,85-89 years
Rotorua District,750,2023,85-89 years
Whakatane District,390,2023,85-89 years
Kawerau District,110,2023,85-89 years
Opotiki District,80,2023,85-89 years
Gisborne District,550,2023,85-89 years
Wairoa District,70,2023,85-89 years
Hastings District,1170,2023,85-89 years
Napier City,1070,2023,85-89 years
Central Hawke's Bay District,180,2023,85-89 years
New Plymouth District,1340,2023,85-89 years
Stratford District,170,2023,85-89 years
South Taranaki District,310,2023,85-89 years
Ruapehu District,100,2023,85-89 years
Whanganui District,760,2023,85-89 years
Rangitikei District,210,2023,85-89 years
Manawatu District,490,2023,85-89 years
Palmerston North City,1070,2023,85-89 years
Tararua District,240,2023,85-89 years
Horowhenua District,670,2023,85-89 years
Kapiti Coast District,1370,2023,85-89 years
Porirua City,460,2023,85-89 years
Upper Hutt City,610,2023,85-89 years
Lower Hutt City,1140,2023,85-89 years
Wellington City,1650,2023,85-89 years
Masterton District,520,2023,85-89 years
Carterton District,170,2023,85-89 years
South Wairarapa District,150,2023,85-89 years
Tasman District,920,2023,85-89 years
Nelson City,910,2023,85-89 years
Marlborough District,820,2023,85-89 years
Kaikoura District,40,2023,85-89 years
Buller District,160,2023,85-89 years
Grey District,190,2023,85-89 years
Westland District,90,2023,85-89 years
Hurunui District,190,2023,85-89 years
Waimakariri District,980,2023,85-89 years
Christchurch City,4930,2023,85-89 years
Selwyn District,480,2023,85-89 years
Ashburton District,510,2023,85-89 years
Timaru District,900,2023,85-89 years
Mackenzie District,50,2023,85-89 years
Waimate District,130,2023,85-89 years
Chatham Islands Territory,5,2023,85-89 years
Waitaki District,390,2023,85-89 years
Central Otago District,390,2023,85-89 years
Queenstown-Lakes District,300,2023,85-89 years
Dunedin City,1840,2023,85-89 years
Clutha District,220,2023,85-89 years
Southland District,290,2023,85-89 years
Gore District,240,2023,85-89 years
Invercargill City,900,2023,85-89 years
Far North District,960,2028,85-89 years
Whangarei District,1970,2028,85-89 years
Kaipara District,520,2028,85-89 years
Auckland,21910,2028,85-89 years
Thames-Coromandel District,970,2028,85-89 years
Hauraki District,480,2028,85-89 years
Waikato District,960,2028,85-89 years
Matamata-Piako District,810,2028,85-89 years
Hamilton City,1990,2028,85-89 years
Waipa District,1190,2028,85-89 years
Otorohanga District,150,2028,85-89 years
South Waikato District,340,2028,85-89 years
Waitomo District,120,2028,85-89 years
Taupo District,780,2028,85-89 years
Western Bay of Plenty District,1290,2028,85-89 years
Tauranga City,3690,2028,85-89 years
Rotorua District,960,2028,85-89 years
Whakatane District,520,2028,85-89 years
Kawerau District,150,2028,85-89 years
Opotiki District,90,2028,85-89 years
Gisborne District,690,2028,85-89 years
Wairoa District,80,2028,85-89 years
Hastings District,1510,2028,85-89 years
Napier City,1300,2028,85-89 years
Central Hawke's Bay District,260,2028,85-89 years
New Plymouth District,1570,2028,85-89 years
Stratford District,170,2028,85-89 years
South Taranaki District,390,2028,85-89 years
Ruapehu District,150,2028,85-89 years
Whanganui District,900,2028,85-89 years
Rangitikei District,250,2028,85-89 years
Manawatu District,610,2028,85-89 years
Palmerston North City,1330,2028,85-89 years
Tararua District,300,2028,85-89 years
Horowhenua District,820,2028,85-89 years
Kapiti Coast District,1580,2028,85-89 years
Porirua City,700,2028,85-89 years
Upper Hutt City,720,2028,85-89 years
Lower Hutt City,1430,2028,85-89 years
Wellington City,2130,2028,85-89 years
Masterton District,630,2028,85-89 years
Carterton District,250,2028,85-89 years
South Wairarapa District,240,2028,85-89 years
Tasman District,1320,2028,85-89 years
Nelson City,1180,2028,85-89 years
Marlborough District,1180,2028,85-89 years
Kaikoura District,70,2028,85-89 years
Buller District,190,2028,85-89 years
Grey District,220,2028,85-89 years
Westland District,160,2028,85-89 years
Hurunui District,270,2028,85-89 years
Waimakariri District,1350,2028,85-89 years
Christchurch City,5690,2028,85-89 years
Selwyn District,820,2028,85-89 years
Ashburton District,650,2028,85-89 years
Timaru District,1050,2028,85-89 years
Mackenzie District,70,2028,85-89 years
Waimate District,210,2028,85-89 years
Chatham Islands Territory,10,2028,85-89 years
Waitaki District,540,2028,85-89 years
Central Otago District,550,2028,85-89 years
Queenstown-Lakes District,470,2028,85-89 years
Dunedin City,2160,2028,85-89 years
Clutha District,290,2028,85-89 years
Southland District,450,2028,85-89 years
Gore District,270,2028,85-89 years
Invercargill City,990,2028,85-89 years
Far North District,1400,2033,85-89 years
Whangarei District,2600,2033,85-89 years
Kaipara District,800,2033,85-89 years
Auckland,28750,2033,85-89 years
Thames-Coromandel District,1460,2033,85-89 years
Hauraki District,690,2033,85-89 years
Waikato District,1410,2033,85-89 years
Matamata-Piako District,940,2033,85-89 years
Hamilton City,2610,2033,85-89 years
Waipa District,1540,2033,85-89 years
Otorohanga District,190,2033,85-89 years
South Waikato District,450,2033,85-89 years
Waitomo District,140,2033,85-89 years
Taupo District,1080,2033,85-89 years
Western Bay of Plenty District,1780,2033,85-89 years
Tauranga City,4770,2033,85-89 years
Rotorua District,1160,2033,85-89 years
Whakatane District,670,2033,85-89 years
Kawerau District,190,2033,85-89 years
Opotiki District,150,2033,85-89 years
Gisborne District,900,2033,85-89 years
Wairoa District,120,2033,85-89 years
Hastings District,1950,2033,85-89 years
Napier City,1740,2033,85-89 years
Central Hawke's Bay District,380,2033,85-89 years
New Plymouth District,2020,2033,85-89 years
Stratford District,230,2033,85-89 years
South Taranaki District,520,2033,85-89 years
Ruapehu District,190,2033,85-89 years
Whanganui District,1180,2033,85-89 years
Rangitikei District,340,2033,85-89 years
Manawatu District,810,2033,85-89 years
Palmerston North City,1610,2033,85-89 years
Tararua District,410,2033,85-89 years
Horowhenua District,1090,2033,85-89 years
Kapiti Coast District,2030,2033,85-89 years
Porirua City,940,2033,85-89 years
Upper Hutt City,910,2033,85-89 years
Lower Hutt City,1690,2033,85-89 years
Wellington City,2790,2033,85-89 years
Masterton District,800,2033,85-89 years
Carterton District,380,2033,85-89 years
South Wairarapa District,350,2033,85-89 years
Tasman District,1890,2033,85-89 years
Nelson City,1640,2033,85-89 years
Marlborough District,1620,2033,85-89 years
Kaikoura District,110,2033,85-89 years
Buller District,280,2033,85-89 years
Grey District,300,2033,85-89 years
Westland District,220,2033,85-89 years
Hurunui District,410,2033,85-89 years
Waimakariri District,1930,2033,85-89 years
Christchurch City,6900,2033,85-89 years
Selwyn District,1340,2033,85-89 years
Ashburton District,780,2033,85-89 years
Timaru District,1280,2033,85-89 years
Mackenzie District,100,2033,85-89 years
Waimate District,250,2033,85-89 years
Chatham Islands Territory,5,2033,85-89 years
Waitaki District,640,2033,85-89 years
Central Otago District,790,2033,85-89 years
Queenstown-Lakes District,730,2033,85-89 years
Dunedin City,2740,2033,85-89 years
Clutha District,390,2033,85-89 years
Southland District,630,2033,85-89 years
Gore District,330,2033,85-89 years
Invercargill City,1200,2033,85-89 years
Far North District,1860,2038,85-89 years
Whangarei District,3050,2038,85-89 years
Kaipara District,1030,2038,85-89 years
Auckland,34560,2038,85-89 years
Thames-Coromandel District,1830,2038,85-89 years
Hauraki District,790,2038,85-89 years
Waikato District,1860,2038,85-89 years
Matamata-Piako District,1140,2038,85-89 years
Hamilton City,2990,2038,85-89 years
Waipa District,1710,2038,85-89 years
Otorohanga District,250,2038,85-89 years
South Waikato District,490,2038,85-89 years
Waitomo District,200,2038,85-89 years
Taupo District,1350,2038,85-89 years
Western Bay of Plenty District,2120,2038,85-89 years
Tauranga City,5250,2038,85-89 years
Rotorua District,1440,2038,85-89 years
Whakatane District,870,2038,85-89 years
Kawerau District,230,2038,85-89 years
Opotiki District,190,2038,85-89 years
Gisborne District,1150,2038,85-89 years
Wairoa District,170,2038,85-89 years
Hastings District,2270,2038,85-89 years
Napier City,2020,2038,85-89 years
Central Hawke's Bay District,490,2038,85-89 years
New Plymouth District,2450,2038,85-89 years
Stratford District,290,2038,85-89 years
South Taranaki District,600,2038,85-89 years
Ruapehu District,280,2038,85-89 years
Whanganui District,1380,2038,85-89 years
Rangitikei District,380,2038,85-89 years
Manawatu District,960,2038,85-89 years
Palmerston North City,1950,2038,85-89 years
Tararua District,530,2038,85-89 years
Horowhenua District,1220,2038,85-89 years
Kapiti Coast District,2090,2038,85-89 years
Porirua City,1130,2038,85-89 years
Upper Hutt City,1000,2038,85-89 years
Lower Hutt City,1880,2038,85-89 years
Wellington City,3340,2038,85-89 years
Masterton District,970,2038,85-89 years
Carterton District,430,2038,85-89 years
South Wairarapa District,430,2038,85-89 years
Tasman District,2380,2038,85-89 years
Nelson City,1850,2038,85-89 years
Marlborough District,1830,2038,85-89 years
Kaikoura District,130,2038,85-89 years
Buller District,370,2038,85-89 years
Grey District,360,2038,85-89 years
Westland District,230,2038,85-89 years
Hurunui District,460,2038,85-89 years
Waimakariri District,2370,2038,85-89 years
Christchurch City,8010,2038,85-89 years
Selwyn District,1940,2038,85-89 years
Ashburton District,900,2038,85-89 years
Timaru District,1540,2038,85-89 years
Mackenzie District,160,2038,85-89 years
Waimate District,260,2038,85-89 years
Chatham Islands Territory,15,2038,85-89 years
Waitaki District,780,2038,85-89 years
Central Otago District,1000,2038,85-89 years
Queenstown-Lakes District,940,2038,85-89 years
Dunedin City,3230,2038,85-89 years
Clutha District,440,2038,85-89 years
Southland District,760,2038,85-89 years
Gore District,350,2038,85-89 years
Invercargill City,1400,2038,85-89 years
Far North District,2160,2043,85-89 years
Whangarei District,3660,2043,85-89 years
Kaipara District,1280,2043,85-89 years
Auckland,42620,2043,85-89 years
Thames-Coromandel District,1900,2043,85-89 years
Hauraki District,970,2043,85-89 years
Waikato District,2420,2043,85-89 years
Matamata-Piako District,1320,2043,85-89 years
Hamilton City,3600,2043,85-89 years
Waipa District,1970,2043,85-89 years
Otorohanga District,270,2043,85-89 years
South Waikato District,620,2043,85-89 years
Waitomo District,220,2043,85-89 years
Taupo District,1460,2043,85-89 years
Western Bay of Plenty District,2640,2043,85-89 years
Tauranga City,5760,2043,85-89 years
Rotorua District,1690,2043,85-89 years
Whakatane District,1060,2043,85-89 years
Kawerau District,250,2043,85-89 years
Opotiki District,250,2043,85-89 years
Gisborne District,1370,2043,85-89 years
Wairoa District,210,2043,85-89 years
Hastings District,2540,2043,85-89 years
Napier City,2110,2043,85-89 years
Central Hawke's Bay District,590,2043,85-89 years
New Plymouth District,2850,2043,85-89 years
Stratford District,320,2043,85-89 years
South Taranaki District,740,2043,85-89 years
Ruapehu District,360,2043,85-89 years
Whanganui District,1620,2043,85-89 years
Rangitikei District,470,2043,85-89 years
Manawatu District,1090,2043,85-89 years
Palmerston North City,2170,2043,85-89 years
Tararua District,600,2043,85-89 years
Horowhenua District,1330,2043,85-89 years
Kapiti Coast District,2290,2043,85-89 years
Porirua City,1320,2043,85-89 years
Upper Hutt City,1200,2043,85-89 years
Lower Hutt City,2230,2043,85-89 years
Wellington City,3870,2043,85-89 years
Masterton District,1110,2043,85-89 years
Carterton District,470,2043,85-89 years
South Wairarapa District,470,2043,85-89 years
Tasman District,2680,2043,85-89 years
Nelson City,2090,2043,85-89 years
Marlborough District,1970,2043,85-89 years
Kaikoura District,170,2043,85-89 years
Buller District,410,2043,85-89 years
Grey District,420,2043,85-89 years
Westland District,290,2043,85-89 years
Hurunui District,530,2043,85-89 years
Waimakariri District,2540,2043,85-89 years
Christchurch City,9110,2043,85-89 years
Selwyn District,2620,2043,85-89 years
Ashburton District,980,2043,85-89 years
Timaru District,1630,2043,85-89 years
Mackenzie District,180,2043,85-89 years
Waimate District,280,2043,85-89 years
Chatham Islands Territory,20,2043,85-89 years
Waitaki District,830,2043,85-89 years
Central Otago District,1170,2043,85-89 years
Queenstown-Lakes District,1210,2043,85-89 years
Dunedin City,3770,2043,85-89 years
Clutha District,540,2043,85-89 years
Southland District,1000,2043,85-89 years
Gore District,430,2043,85-89 years
Invercargill City,1630,2043,85-89 years
Far North District,2630,2048,85-89 years
Whangarei District,4320,2048,85-89 years
Kaipara District,1460,2048,85-89 years
Auckland,52160,2048,85-89 years
Thames-Coromandel District,1990,2048,85-89 years
Hauraki District,1080,2048,85-89 years
Waikato District,3030,2048,85-89 years
Matamata-Piako District,1530,2048,85-89 years
Hamilton City,4230,2048,85-89 years
Waipa District,2360,2048,85-89 years
Otorohanga District,330,2048,85-89 years
South Waikato District,780,2048,85-89 years
Waitomo District,270,2048,85-89 years
Taupo District,1680,2048,85-89 years
Western Bay of Plenty District,3020,2048,85-89 years
Tauranga City,6730,2048,85-89 years
Rotorua District,2110,2048,85-89 years
Whakatane District,1230,2048,85-89 years
Kawerau District,300,2048,85-89 years
Opotiki District,330,2048,85-89 years
Gisborne District,1610,2048,85-89 years
Wairoa District,240,2048,85-89 years
Hastings District,3130,2048,85-89 years
Napier City,2520,2048,85-89 years
Central Hawke's Bay District,680,2048,85-89 years
New Plymouth District,3380,2048,85-89 years
Stratford District,420,2048,85-89 years
South Taranaki District,880,2048,85-89 years
Ruapehu District,400,2048,85-89 years
Whanganui District,1840,2048,85-89 years
Rangitikei District,590,2048,85-89 years
Manawatu District,1340,2048,85-89 years
Palmerston North City,2680,2048,85-89 years
Tararua District,690,2048,85-89 years
Horowhenua District,1590,2048,85-89 years
Kapiti Coast District,2720,2048,85-89 years
Porirua City,1620,2048,85-89 years
Upper Hutt City,1550,2048,85-89 years
Lower Hutt City,2720,2048,85-89 years
Wellington City,5180,2048,85-89 years
Masterton District,1190,2048,85-89 years
Carterton District,530,2048,85-89 years
South Wairarapa District,560,2048,85-89 years
Tasman District,3030,2048,85-89 years
Nelson City,2480,2048,85-89 years
Marlborough District,2270,2048,85-89 years
Kaikoura District,170,2048,85-89 years
Buller District,460,2048,85-89 years
Grey District,500,2048,85-89 years
Westland District,360,2048,85-89 years
Hurunui District,610,2048,85-89 years
Waimakariri District,2980,2048,85-89 years
Christchurch City,10980,2048,85-89 years
Selwyn District,3200,2048,85-89 years
Ashburton District,1110,2048,85-89 years
Timaru District,1940,2048,85-89 years
Mackenzie District,210,2048,85-89 years
Waimate District,350,2048,85-89 years
Chatham Islands Territory,25,2048,85-89 years
Waitaki District,970,2048,85-89 years
Central Otago District,1310,2048,85-89 years
Queenstown-Lakes District,1470,2048,85-89 years
Dunedin City,4420,2048,85-89 years
Clutha District,630,2048,85-89 years
Southland District,1160,2048,85-89 years
Gore District,520,2048,85-89 years
Invercargill City,1910,2048,85-89 years
Far North District,310,2023,90 years and over
Whangarei District,820,2023,90 years and over
Kaipara District,170,2023,90 years and over
Auckland,10120,2023,90 years and over
Thames-Coromandel District,400,2023,90 years and over
Hauraki District,170,2023,90 years and over
Waikato District,360,2023,90 years and over
Matamata-Piako District,370,2023,90 years and over
Hamilton City,990,2023,90 years and over
Waipa District,500,2023,90 years and over
Otorohanga District,60,2023,90 years and over
South Waikato District,140,2023,90 years and over
Waitomo District,50,2023,90 years and over
Taupo District,310,2023,90 years and over
Western Bay of Plenty District,480,2023,90 years and over
