Region,Population,Year,Age,65 and over,Generation
Hibiscus And Bays Local Board Area,3710,2006,65-69 Years,True,Silent
Rodney Local Board Area,2210,2006,65-69 Years,True,Silent
Waitakere Ranges Local Board Area,1200,2006,65-69 Years,True,Silent
Kaipara District,990,2006,65-69 Years,True,Silent
Auckland,42560,2006,65-69 Years,True,Silent
Chatham Islands Territory,15,2001,65-69 Years,True,Silent
Waitaki District,1100,2001,65-69 Years,True,Silent
Central Otago District,820,2001,65-69 Years,True,Silent
Dunedin City,4010,2001,65-69 Years,True,Silent
Clutha District,670,2001,65-69 Years,True,Silent
Queenstown-Lakes District,570,2001,65-69 Years,True,Silent
Gore District,560,2001,65-69 Years,True,Silent
Invercargill City,1840,2001,65-69 Years,True,Silent
Area Outside Territorial Authority,5,2001,65-69 Years,True,Silent
"Total, New Zealand",155530,2006,65-69 Years,True,Silent
Far North District,2910,2006,65-69 Years,True,Silent
Whangarei District,3470,2006,65-69 Years,True,Silent
Southland District,1100,2001,65-69 Years,True,Silent
Far North District,3650,2018,70-74 Years,True,Baby Boomer
Gore District,540,2013,70-74 Years,True,Silent
Invercargill City,1950,2013,70-74 Years,True,Silent
Area Outside Territorial Authority,0,2013,70-74 Years,True,Silent
"Total, New Zealand",191670,2018,70-74 Years,True,Baby Boomer
Whangarei District,4720,2018,70-74 Years,True,Baby Boomer
Devonport-Takapuna Local Board Area,2430,2018,70-74 Years,True,Baby Boomer
Auckland,50580,2018,70-74 Years,True,Baby Boomer
Rodney Local Board Area,3270,2018,70-74 Years,True,Baby Boomer
Hibiscus And Bays Local Board Area,5030,2018,70-74 Years,True,Baby Boomer
Upper Harbour Local Board Area,1900,2018,70-74 Years,True,Baby Boomer
Kaipatiki Local Board Area,2780,2018,70-74 Years,True,Baby Boomer
Kaipara District,1530,2018,70-74 Years,True,Baby Boomer
Southland District,1100,2013,70-74 Years,True,Silent
Grey District,560,2013,70-74 Years,True,Silent
Dunedin City,4230,2013,70-74 Years,True,Silent
Wairoa District,390,2018,70-74 Years,True,Baby Boomer
Westland District,360,2013,70-74 Years,True,Silent
Hurunui District,570,2013,70-74 Years,True,Silent
Waimakariri District,2260,2013,70-74 Years,True,Silent
Christchurch City,11980,2013,70-74 Years,True,Silent
Selwyn District,1360,2013,70-74 Years,True,Silent
Clutha District,660,2013,70-74 Years,True,Silent
Ashburton District,1290,2013,70-74 Years,True,Silent
Mackenzie District,170,2013,70-74 Years,True,Silent
Waimate District,450,2013,70-74 Years,True,Silent
Chatham Islands Territory,25,2013,70-74 Years,True,Silent
Waitaki District,1200,2013,70-74 Years,True,Silent
Central Otago District,1010,2013,70-74 Years,True,Silent
Queenstown-Lakes District,850,2013,70-74 Years,True,Silent
Timaru District,2210,2013,70-74 Years,True,Silent
Henderson-Massey Local Board Area,3280,2018,70-74 Years,True,Baby Boomer
Thames-Coromandel District,2720,2018,70-74 Years,True,Baby Boomer
Aotea/great Barrier Local Board Area,65,2018,70-74 Years,True,Baby Boomer
Buller District,410,2013,70-74 Years,True,Silent
Gisborne District,1900,2018,70-74 Years,True,Baby Boomer
Opotiki District,470,2018,70-74 Years,True,Baby Boomer
Kawerau District,410,2018,70-74 Years,True,Baby Boomer
Whakatane District,1660,2018,70-74 Years,True,Baby Boomer
Rotorua District,2720,2018,70-74 Years,True,Baby Boomer
Tauranga City,7110,2018,70-74 Years,True,Baby Boomer
Western Bay of Plenty District,3110,2018,70-74 Years,True,Baby Boomer
Taupo District,2050,2018,70-74 Years,True,Baby Boomer
Waitomo District,370,2018,70-74 Years,True,Baby Boomer
South Waikato District,1130,2018,70-74 Years,True,Baby Boomer
Otorohanga District,400,2018,70-74 Years,True,Baby Boomer
Waipa District,2510,2018,70-74 Years,True,Baby Boomer
Hamilton City,4990,2018,70-74 Years,True,Baby Boomer
Waitakere Ranges Local Board Area,1600,2018,70-74 Years,True,Baby Boomer
Matamata-Piako District,1710,2018,70-74 Years,True,Baby Boomer
Hauraki District,1380,2018,70-74 Years,True,Baby Boomer
Franklin Local Board Area,3080,2018,70-74 Years,True,Baby Boomer
Papakura Local Board Area,1600,2018,70-74 Years,True,Baby Boomer
Manurewa Local Board Area,2100,2018,70-74 Years,True,Baby Boomer
Otara-Papatoetoe Local Board Area,1950,2018,70-74 Years,True,Baby Boomer
Mangere-Otahuhu Local Board Area,1900,2018,70-74 Years,True,Baby Boomer
Howick Local Board Area,5100,2018,70-74 Years,True,Baby Boomer
Maungakiekie-Tamaki Local Board Area,1960,2018,70-74 Years,True,Baby Boomer
Orakei Local Board Area,3530,2018,70-74 Years,True,Baby Boomer
Puketapapa Local Board Area,1630,2018,70-74 Years,True,Baby Boomer
Albert-Eden Local Board Area,2470,2018,70-74 Years,True,Baby Boomer
Whau Local Board Area,2360,2018,70-74 Years,True,Baby Boomer
Waitemata Local Board Area,1950,2018,70-74 Years,True,Baby Boomer
Waiheke Local Board Area,610,2018,70-74 Years,True,Baby Boomer
Waikato District,2730,2018,70-74 Years,True,Baby Boomer
Kaikoura District,170,2013,70-74 Years,True,Silent
Taupo District,1530,2013,70-74 Years,True,Silent
Nelson City,1920,2013,70-74 Years,True,Silent
Hamilton City,3950,2013,70-74 Years,True,Silent
Matamata-Piako District,1460,2013,70-74 Years,True,Silent
Waikato District,1970,2013,70-74 Years,True,Silent
Hauraki District,1010,2013,70-74 Years,True,Silent
Thames-Coromandel District,1920,2013,70-74 Years,True,Silent
Franklin Local Board Area,2470,2013,70-74 Years,True,Silent
Papakura Local Board Area,1290,2013,70-74 Years,True,Silent
Manurewa Local Board Area,1810,2013,70-74 Years,True,Silent
Otara-Papatoetoe Local Board Area,1810,2013,70-74 Years,True,Silent
Mangere-Otahuhu Local Board Area,1630,2013,70-74 Years,True,Silent
Howick Local Board Area,4180,2013,70-74 Years,True,Silent
Maungakiekie-Tamaki Local Board Area,1830,2013,70-74 Years,True,Silent
Orakei Local Board Area,2900,2013,70-74 Years,True,Silent
Puketapapa Local Board Area,1590,2013,70-74 Years,True,Silent
Waipa District,1900,2013,70-74 Years,True,Silent
Albert-Eden Local Board Area,2060,2013,70-74 Years,True,Silent
Waitemata Local Board Area,1370,2013,70-74 Years,True,Silent
Waiheke Local Board Area,440,2013,70-74 Years,True,Silent
Aotea/great Barrier Local Board Area,65,2013,70-74 Years,True,Silent
Waitakere Ranges Local Board Area,1160,2013,70-74 Years,True,Silent
Henderson-Massey Local Board Area,2840,2013,70-74 Years,True,Silent
Devonport-Takapuna Local Board Area,2000,2013,70-74 Years,True,Silent
Kaipatiki Local Board Area,2540,2013,70-74 Years,True,Silent
Upper Harbour Local Board Area,1310,2013,70-74 Years,True,Silent
Hibiscus And Bays Local Board Area,4020,2013,70-74 Years,True,Silent
Rodney Local Board Area,2380,2013,70-74 Years,True,Silent
Auckland,42060,2013,70-74 Years,True,Silent
Kaipara District,1100,2013,70-74 Years,True,Silent
Whangarei District,3560,2013,70-74 Years,True,Silent
Hastings District,3680,2018,70-74 Years,True,Baby Boomer
Whau Local Board Area,2370,2013,70-74 Years,True,Silent
Marlborough District,2310,2013,70-74 Years,True,Silent
Otorohanga District,340,2013,70-74 Years,True,Silent
Waitomo District,320,2013,70-74 Years,True,Silent
Tasman District,2200,2013,70-74 Years,True,Silent
South Wairarapa District,490,2013,70-74 Years,True,Silent
Carterton District,400,2013,70-74 Years,True,Silent
Masterton District,1100,2013,70-74 Years,True,Silent
Wellington City,4570,2013,70-74 Years,True,Silent
Lower Hutt City,3270,2013,70-74 Years,True,Silent
Upper Hutt City,1360,2013,70-74 Years,True,Silent
Porirua City,1510,2013,70-74 Years,True,Silent
Kapiti Coast District,2980,2013,70-74 Years,True,Silent
Horowhenua District,1820,2013,70-74 Years,True,Silent
Tararua District,720,2013,70-74 Years,True,Silent
Palmerston North City,2550,2013,70-74 Years,True,Silent
Manawatu District,1150,2013,70-74 Years,True,Silent
Rangitikei District,650,2013,70-74 Years,True,Silent
South Waikato District,960,2013,70-74 Years,True,Silent
Whanganui District,1920,2013,70-74 Years,True,Silent
South Taranaki District,980,2013,70-74 Years,True,Silent
Stratford District,330,2013,70-74 Years,True,Silent
New Plymouth District,2920,2013,70-74 Years,True,Silent
Central Hawke's Bay District,600,2013,70-74 Years,True,Silent
Napier City,2610,2013,70-74 Years,True,Silent
Hastings District,2890,2013,70-74 Years,True,Silent
Wairoa District,310,2013,70-74 Years,True,Silent
Gisborne District,1580,2013,70-74 Years,True,Silent
Opotiki District,390,2013,70-74 Years,True,Silent
Kawerau District,310,2013,70-74 Years,True,Silent
Whakatane District,1330,2013,70-74 Years,True,Silent
Rotorua District,2400,2013,70-74 Years,True,Silent
Tauranga City,5490,2013,70-74 Years,True,Silent
Western Bay of Plenty District,2300,2013,70-74 Years,True,Silent
Ruapehu District,450,2013,70-74 Years,True,Silent
Napier City,3340,2018,70-74 Years,True,Baby Boomer
Far North District,2800,2013,70-74 Years,True,Silent
New Plymouth District,3670,2018,70-74 Years,True,Baby Boomer
Tararua District,1100,2023,70-74 Years,True,Baby Boomer
Palmerston North City,3630,2023,70-74 Years,True,Baby Boomer
Manawatu District,1760,2023,70-74 Years,True,Baby Boomer
Rangitikei District,860,2023,70-74 Years,True,Baby Boomer
Whanganui District,2800,2023,70-74 Years,True,Baby Boomer
Ruapehu District,720,2023,70-74 Years,True,Baby Boomer
South Taranaki District,1340,2023,70-74 Years,True,Baby Boomer
Stratford District,530,2023,70-74 Years,True,Baby Boomer
New Plymouth District,4350,2023,70-74 Years,True,Baby Boomer
Central Hawke's Bay District,950,2023,70-74 Years,True,Baby Boomer
Napier City,3710,2023,70-74 Years,True,Baby Boomer
Hastings District,4110,2023,70-74 Years,True,Baby Boomer
Wairoa District,470,2023,70-74 Years,True,Baby Boomer
Gisborne District,2330,2023,70-74 Years,True,Baby Boomer
Horowhenua District,2390,2023,70-74 Years,True,Baby Boomer
Opotiki District,540,2023,70-74 Years,True,Baby Boomer
Whakatane District,2020,2023,70-74 Years,True,Baby Boomer
Rotorua District,3100,2023,70-74 Years,True,Baby Boomer
Tauranga City,7840,2023,70-74 Years,True,Baby Boomer
Western Bay of Plenty District,3700,2023,70-74 Years,True,Baby Boomer
Taupo District,2550,2023,70-74 Years,True,Baby Boomer
Waitomo District,460,2023,70-74 Years,True,Baby Boomer
South Waikato District,1120,2023,70-74 Years,True,Baby Boomer
Otorohanga District,480,2023,70-74 Years,True,Baby Boomer
Waipa District,2930,2023,70-74 Years,True,Baby Boomer
Hamilton City,5560,2023,70-74 Years,True,Baby Boomer
Matamata-Piako District,2090,2023,70-74 Years,True,Baby Boomer
Waikato District,3440,2023,70-74 Years,True,Baby Boomer
Hauraki District,1500,2023,70-74 Years,True,Baby Boomer
Thames-Coromandel District,3380,2023,70-74 Years,True,Baby Boomer
Kawerau District,460,2023,70-74 Years,True,Baby Boomer
Franklin Local Board Area,3710,2023,70-74 Years,True,Baby Boomer
Kapiti Coast District,3750,2023,70-74 Years,True,Baby Boomer
Upper Hutt City,1780,2023,70-74 Years,True,Baby Boomer
Area Outside Territorial Authority,5,2023,70-74 Years,True,Baby Boomer
Invercargill City,2680,2023,70-74 Years,True,Baby Boomer
Gore District,640,2023,70-74 Years,True,Baby Boomer
Southland District,1520,2023,70-74 Years,True,Baby Boomer
Clutha District,950,2023,70-74 Years,True,Baby Boomer
Dunedin City,6030,2023,70-74 Years,True,Baby Boomer
Queenstown-Lakes District,1560,2023,70-74 Years,True,Baby Boomer
Central Otago District,1660,2023,70-74 Years,True,Baby Boomer
Waitaki District,1500,2023,70-74 Years,True,Baby Boomer
Chatham Islands Territory,35,2023,70-74 Years,True,Baby Boomer
Waimate District,510,2023,70-74 Years,True,Baby Boomer
Mackenzie District,310,2023,70-74 Years,True,Baby Boomer
Timaru District,2960,2023,70-74 Years,True,Baby Boomer
Ashburton District,1760,2023,70-74 Years,True,Baby Boomer
Porirua City,2140,2023,70-74 Years,True,Baby Boomer
Selwyn District,2920,2023,70-74 Years,True,Baby Boomer
Waimakariri District,4030,2023,70-74 Years,True,Baby Boomer
Hurunui District,820,2023,70-74 Years,True,Baby Boomer
Westland District,510,2023,70-74 Years,True,Baby Boomer
Grey District,790,2023,70-74 Years,True,Baby Boomer
Buller District,860,2023,70-74 Years,True,Baby Boomer
Kaikoura District,270,2023,70-74 Years,True,Baby Boomer
Marlborough District,3250,2023,70-74 Years,True,Baby Boomer
Nelson City,2960,2023,70-74 Years,True,Baby Boomer
Tasman District,3840,2023,70-74 Years,True,Baby Boomer
South Wairarapa District,810,2023,70-74 Years,True,Baby Boomer
Carterton District,700,2023,70-74 Years,True,Baby Boomer
Masterton District,1680,2023,70-74 Years,True,Baby Boomer
Wellington City,6400,2023,70-74 Years,True,Baby Boomer
Lower Hutt City,4050,2023,70-74 Years,True,Baby Boomer
Christchurch City,15580,2023,70-74 Years,True,Baby Boomer
Central Hawke's Bay District,800,2018,70-74 Years,True,Baby Boomer
Papakura Local Board Area,1850,2023,70-74 Years,True,Baby Boomer
Otara-Papatoetoe Local Board Area,2260,2023,70-74 Years,True,Baby Boomer
Timaru District,2560,2018,70-74 Years,True,Baby Boomer
Ashburton District,1500,2018,70-74 Years,True,Baby Boomer
Selwyn District,2070,2018,70-74 Years,True,Baby Boomer
Christchurch City,13870,2018,70-74 Years,True,Baby Boomer
Waimakariri District,3210,2018,70-74 Years,True,Baby Boomer
Hurunui District,730,2018,70-74 Years,True,Baby Boomer
Westland District,470,2018,70-74 Years,True,Baby Boomer
Grey District,660,2018,70-74 Years,True,Baby Boomer
Buller District,590,2018,70-74 Years,True,Baby Boomer
Kaikoura District,240,2018,70-74 Years,True,Baby Boomer
Marlborough District,3010,2018,70-74 Years,True,Baby Boomer
Nelson City,2660,2018,70-74 Years,True,Baby Boomer
Tasman District,3070,2018,70-74 Years,True,Baby Boomer
South Wairarapa District,700,2018,70-74 Years,True,Baby Boomer
Mackenzie District,210,2018,70-74 Years,True,Baby Boomer
Carterton District,630,2018,70-74 Years,True,Baby Boomer
Wellington City,5690,2018,70-74 Years,True,Baby Boomer
Lower Hutt City,3680,2018,70-74 Years,True,Baby Boomer
Upper Hutt City,1700,2018,70-74 Years,True,Baby Boomer
Porirua City,1900,2018,70-74 Years,True,Baby Boomer
Kapiti Coast District,3660,2018,70-74 Years,True,Baby Boomer
Horowhenua District,2320,2018,70-74 Years,True,Baby Boomer
Tararua District,870,2018,70-74 Years,True,Baby Boomer
Palmerston North City,3040,2018,70-74 Years,True,Baby Boomer
Manawatu District,1460,2018,70-74 Years,True,Baby Boomer
Rangitikei District,790,2018,70-74 Years,True,Baby Boomer
Whanganui District,2430,2018,70-74 Years,True,Baby Boomer
Ruapehu District,530,2018,70-74 Years,True,Baby Boomer
South Taranaki District,1210,2018,70-74 Years,True,Baby Boomer
Stratford District,410,2018,70-74 Years,True,Baby Boomer
Masterton District,1380,2018,70-74 Years,True,Baby Boomer
Manurewa Local Board Area,2500,2023,70-74 Years,True,Baby Boomer
Waimate District,510,2018,70-74 Years,True,Baby Boomer
Waitaki District,1320,2018,70-74 Years,True,Baby Boomer
Mangere-Otahuhu Local Board Area,2220,2023,70-74 Years,True,Baby Boomer
Howick Local Board Area,5910,2023,70-74 Years,True,Baby Boomer
Maungakiekie-Tamaki Local Board Area,2410,2023,70-74 Years,True,Baby Boomer
Orakei Local Board Area,3810,2023,70-74 Years,True,Baby Boomer
Puketapapa Local Board Area,2060,2023,70-74 Years,True,Baby Boomer
Albert-Eden Local Board Area,3010,2023,70-74 Years,True,Baby Boomer
Whau Local Board Area,2570,2023,70-74 Years,True,Baby Boomer
Waitemata Local Board Area,2530,2023,70-74 Years,True,Baby Boomer
Waiheke Local Board Area,700,2023,70-74 Years,True,Baby Boomer
Aotea/great Barrier Local Board Area,75,2023,70-74 Years,True,Baby Boomer
Waitakere Ranges Local Board Area,1830,2023,70-74 Years,True,Baby Boomer
Henderson-Massey Local Board Area,3530,2023,70-74 Years,True,Baby Boomer
Devonport-Takapuna Local Board Area,2620,2023,70-74 Years,True,Baby Boomer
Kaipatiki Local Board Area,2790,2023,70-74 Years,True,Baby Boomer
Chatham Islands Territory,15,2018,70-74 Years,True,Baby Boomer
Upper Harbour Local Board Area,2580,2023,70-74 Years,True,Baby Boomer
Rodney Local Board Area,3750,2023,70-74 Years,True,Baby Boomer
Auckland,58110,2023,70-74 Years,True,Baby Boomer
Kaipara District,1910,2023,70-74 Years,True,Baby Boomer
Whangarei District,5420,2023,70-74 Years,True,Baby Boomer
Far North District,4510,2023,70-74 Years,True,Baby Boomer
"Total, New Zealand",221430,2023,70-74 Years,True,Baby Boomer
Area Outside Territorial Authority,5,2018,70-74 Years,True,Baby Boomer
Invercargill City,2280,2018,70-74 Years,True,Baby Boomer
Gore District,620,2018,70-74 Years,True,Baby Boomer
Southland District,1340,2018,70-74 Years,True,Baby Boomer
Clutha District,850,2018,70-74 Years,True,Baby Boomer
Dunedin City,5180,2018,70-74 Years,True,Baby Boomer
Queenstown-Lakes District,1220,2018,70-74 Years,True,Baby Boomer
Central Otago District,1380,2018,70-74 Years,True,Baby Boomer
Hibiscus And Bays Local Board Area,5420,2023,70-74 Years,True,Baby Boomer
"Total, New Zealand",154040,2013,70-74 Years,True,Silent
Napier City,2180,2001,70-74 Years,True,Silent
Invercargill City,1730,2006,70-74 Years,True,Silent
Upper Harbour Local Board Area,590,2001,70-74 Years,True,Silent
Hibiscus And Bays Local Board Area,2880,2001,70-74 Years,True,Silent
Rodney Local Board Area,1390,2001,70-74 Years,True,Silent
Auckland,30600,2001,70-74 Years,True,Silent
Kaipara District,650,2001,70-74 Years,True,Silent
Whangarei District,2660,2001,70-74 Years,True,Silent
Far North District,1930,2001,70-74 Years,True,Silent
"Total, New Zealand",120770,2001,70-74 Years,True,Silent
Area Outside Territorial Authority,10,1996,70-74 Years,True,Other
Invercargill City,1750,1996,70-74 Years,True,Other
Gore District,500,1996,70-74 Years,True,Other
Southland District,850,1996,70-74 Years,True,Other
Clutha District,590,1996,70-74 Years,True,Other
Dunedin City,4040,1996,70-74 Years,True,Other
Queenstown-Lakes District,380,1996,70-74 Years,True,Other
Central Otago District,650,1996,70-74 Years,True,Other
Waitaki District,990,1996,70-74 Years,True,Other
Chatham Islands Territory,15,1996,70-74 Years,True,Other
Waimate District,320,1996,70-74 Years,True,Other
Mackenzie District,90,1996,70-74 Years,True,Other
Timaru District,1930,1996,70-74 Years,True,Other
Ashburton District,1070,1996,70-74 Years,True,Other
Selwyn District,570,1996,70-74 Years,True,Other
Christchurch City,11830,1996,70-74 Years,True,Other
Waimakariri District,1100,1996,70-74 Years,True,Other
Hurunui District,320,1996,70-74 Years,True,Other
Westland District,280,1996,70-74 Years,True,Other
Grey District,450,1996,70-74 Years,True,Other
Buller District,380,1996,70-74 Years,True,Other
Kaipatiki Local Board Area,1780,2001,70-74 Years,True,Silent
Devonport-Takapuna Local Board Area,1800,2001,70-74 Years,True,Silent
Henderson-Massey Local Board Area,2220,2001,70-74 Years,True,Silent
Waitakere Ranges Local Board Area,890,2001,70-74 Years,True,Silent
Opotiki District,320,2001,70-74 Years,True,Silent
Kawerau District,210,2001,70-74 Years,True,Silent
Whakatane District,1060,2001,70-74 Years,True,Silent
Rotorua District,1890,2001,70-74 Years,True,Silent
Tauranga City,4230,2001,70-74 Years,True,Silent
Western Bay of Plenty District,1540,2001,70-74 Years,True,Silent
Taupo District,1080,2001,70-74 Years,True,Silent
Waitomo District,290,2001,70-74 Years,True,Silent
South Waikato District,680,2001,70-74 Years,True,Silent
Otorohanga District,250,2001,70-74 Years,True,Silent
Waipa District,1290,2001,70-74 Years,True,Silent
Hamilton City,3120,2001,70-74 Years,True,Silent
Matamata-Piako District,1150,2001,70-74 Years,True,Silent
Waikato District,1350,2001,70-74 Years,True,Silent
Kaikoura District,150,1996,70-74 Years,True,Other
Hauraki District,670,2001,70-74 Years,True,Silent
Franklin Local Board Area,1490,2001,70-74 Years,True,Silent
Papakura Local Board Area,1000,2001,70-74 Years,True,Silent
Manurewa Local Board Area,1260,2001,70-74 Years,True,Silent
Otara-Papatoetoe Local Board Area,1500,2001,70-74 Years,True,Silent
Mangere-Otahuhu Local Board Area,1210,2001,70-74 Years,True,Silent
Howick Local Board Area,2510,2001,70-74 Years,True,Silent
Maungakiekie-Tamaki Local Board Area,1590,2001,70-74 Years,True,Silent
Orakei Local Board Area,2230,2001,70-74 Years,True,Silent
Puketapapa Local Board Area,1400,2001,70-74 Years,True,Silent
Albert-Eden Local Board Area,1730,2001,70-74 Years,True,Silent
Whau Local Board Area,1960,2001,70-74 Years,True,Silent
Waitemata Local Board Area,850,2001,70-74 Years,True,Silent
Waiheke Local Board Area,280,2001,70-74 Years,True,Silent
Aotea/great Barrier Local Board Area,25,2001,70-74 Years,True,Silent
Thames-Coromandel District,1490,2001,70-74 Years,True,Silent
Nelson City,1600,1996,70-74 Years,True,Other
Tasman District,1370,1996,70-74 Years,True,Other
South Wairarapa District,360,1996,70-74 Years,True,Other
Matamata-Piako District,1040,1996,70-74 Years,True,Other
Waikato District,1220,1996,70-74 Years,True,Other
Hauraki District,590,1996,70-74 Years,True,Other
Thames-Coromandel District,1350,1996,70-74 Years,True,Other
Franklin Local Board Area,1280,1996,70-74 Years,True,Other
Papakura Local Board Area,890,1996,70-74 Years,True,Other
Manurewa Local Board Area,1010,1996,70-74 Years,True,Other
Otara-Papatoetoe Local Board Area,1460,1996,70-74 Years,True,Other
Mangere-Otahuhu Local Board Area,1130,1996,70-74 Years,True,Other
Howick Local Board Area,2170,1996,70-74 Years,True,Other
Maungakiekie-Tamaki Local Board Area,1770,1996,70-74 Years,True,Other
Orakei Local Board Area,2350,1996,70-74 Years,True,Other
Puketapapa Local Board Area,1510,1996,70-74 Years,True,Other
Albert-Eden Local Board Area,2000,1996,70-74 Years,True,Other
Hamilton City,2950,1996,70-74 Years,True,Other
Whau Local Board Area,1930,1996,70-74 Years,True,Other
Waiheke Local Board Area,260,1996,70-74 Years,True,Other
Aotea/great Barrier Local Board Area,25,1996,70-74 Years,True,Other
Waitakere Ranges Local Board Area,830,1996,70-74 Years,True,Other
Henderson-Massey Local Board Area,1880,1996,70-74 Years,True,Other
Devonport-Takapuna Local Board Area,2020,1996,70-74 Years,True,Other
Kaipatiki Local Board Area,1800,1996,70-74 Years,True,Other
Upper Harbour Local Board Area,480,1996,70-74 Years,True,Other
Hibiscus And Bays Local Board Area,2740,1996,70-74 Years,True,Other
Rodney Local Board Area,1220,1996,70-74 Years,True,Other
Auckland,29640,1996,70-74 Years,True,Other
Kaipara District,600,1996,70-74 Years,True,Other
Whangarei District,2380,1996,70-74 Years,True,Other
Far North District,1680,1996,70-74 Years,True,Other
"Total, New Zealand",115680,1996,70-74 Years,True,Other
Waitemata Local Board Area,870,1996,70-74 Years,True,Other
Gisborne District,1400,2001,70-74 Years,True,Silent
Waipa District,1190,1996,70-74 Years,True,Other
South Waikato District,580,1996,70-74 Years,True,Other
Carterton District,220,1996,70-74 Years,True,Other
Masterton District,870,1996,70-74 Years,True,Other
Wellington City,3760,1996,70-74 Years,True,Other
Lower Hutt City,2720,1996,70-74 Years,True,Other
Upper Hutt City,1110,1996,70-74 Years,True,Other
Porirua City,950,1996,70-74 Years,True,Other
Kapiti Coast District,2270,1996,70-74 Years,True,Other
Horowhenua District,1420,1996,70-74 Years,True,Other
Tararua District,590,1996,70-74 Years,True,Other
Palmerston North City,2040,1996,70-74 Years,True,Other
Manawatu District,810,1996,70-74 Years,True,Other
Rangitikei District,490,1996,70-74 Years,True,Other
Whanganui District,1860,1996,70-74 Years,True,Other
Ruapehu District,380,1996,70-74 Years,True,Other
Otorohanga District,210,1996,70-74 Years,True,Other
South Taranaki District,900,1996,70-74 Years,True,Other
New Plymouth District,2500,1996,70-74 Years,True,Other
Central Hawke's Bay District,410,1996,70-74 Years,True,Other
Napier City,2130,1996,70-74 Years,True,Other
Hastings District,2170,1996,70-74 Years,True,Other
Wairoa District,270,1996,70-74 Years,True,Other
Gisborne District,1350,1996,70-74 Years,True,Other
Opotiki District,280,1996,70-74 Years,True,Other
Kawerau District,130,1996,70-74 Years,True,Other
Whakatane District,980,1996,70-74 Years,True,Other
Rotorua District,1780,1996,70-74 Years,True,Other
Tauranga City,3800,1996,70-74 Years,True,Other
Western Bay of Plenty District,1360,1996,70-74 Years,True,Other
Taupo District,980,1996,70-74 Years,True,Other
Waitomo District,280,1996,70-74 Years,True,Other
Stratford District,350,1996,70-74 Years,True,Other
Wairoa District,310,2001,70-74 Years,True,Silent
Marlborough District,1520,1996,70-74 Years,True,Other
Area Outside Territorial Authority,10,2006,70-74 Years,True,Silent
Manawatu District,860,2006,70-74 Years,True,Silent
Rangitikei District,540,2006,70-74 Years,True,Silent
Whanganui District,1760,2006,70-74 Years,True,Silent
Ruapehu District,370,2006,70-74 Years,True,Silent
South Taranaki District,860,2006,70-74 Years,True,Silent
Stratford District,330,2006,70-74 Years,True,Silent
New Plymouth District,2540,2006,70-74 Years,True,Silent
Central Hawke's Bay District,430,2006,70-74 Years,True,Silent
Napier City,2080,2006,70-74 Years,True,Silent
Hastings District,2190,2006,70-74 Years,True,Silent
Wairoa District,290,2006,70-74 Years,True,Silent
Gisborne District,1340,2006,70-74 Years,True,Silent
Opotiki District,340,2006,70-74 Years,True,Silent
Kawerau District,250,2006,70-74 Years,True,Silent
Palmerston North City,2120,2006,70-74 Years,True,Silent
Whakatane District,1080,2006,70-74 Years,True,Silent
Tauranga City,4210,2006,70-74 Years,True,Silent
Western Bay of Plenty District,1690,2006,70-74 Years,True,Silent
Taupo District,1170,2006,70-74 Years,True,Silent
Waitomo District,290,2006,70-74 Years,True,Silent
South Waikato District,780,2006,70-74 Years,True,Silent
Otorohanga District,220,2006,70-74 Years,True,Silent
Waipa District,1550,2006,70-74 Years,True,Silent
Hamilton City,3180,2006,70-74 Years,True,Silent
Matamata-Piako District,1180,2006,70-74 Years,True,Silent
Waikato District,1420,2006,70-74 Years,True,Silent
Hauraki District,780,2006,70-74 Years,True,Silent
Thames-Coromandel District,1350,2006,70-74 Years,True,Silent
Franklin Local Board Area,1520,2006,70-74 Years,True,Silent
Papakura Local Board Area,1000,2006,70-74 Years,True,Silent
Rotorua District,1790,2006,70-74 Years,True,Silent
Manurewa Local Board Area,1340,2006,70-74 Years,True,Silent
Tararua District,610,2006,70-74 Years,True,Silent
Kapiti Coast District,2600,2006,70-74 Years,True,Silent
Hastings District,2180,2001,70-74 Years,True,Silent
Southland District,890,2006,70-74 Years,True,Silent
Clutha District,580,2006,70-74 Years,True,Silent
Dunedin City,3680,2006,70-74 Years,True,Silent
Queenstown-Lakes District,470,2006,70-74 Years,True,Silent
Central Otago District,760,2006,70-74 Years,True,Silent
Waitaki District,1010,2006,70-74 Years,True,Silent
Chatham Islands Territory,15,2006,70-74 Years,True,Silent
Waimate District,330,2006,70-74 Years,True,Silent
Mackenzie District,140,2006,70-74 Years,True,Silent
Timaru District,1910,2006,70-74 Years,True,Silent
Ashburton District,1090,2006,70-74 Years,True,Silent
Selwyn District,760,2006,70-74 Years,True,Silent
Christchurch City,10800,2006,70-74 Years,True,Silent
Horowhenua District,1520,2006,70-74 Years,True,Silent
Waimakariri District,1520,2006,70-74 Years,True,Silent
Westland District,230,2006,70-74 Years,True,Silent
Grey District,450,2006,70-74 Years,True,Silent
Buller District,390,2006,70-74 Years,True,Silent
Kaikoura District,150,2006,70-74 Years,True,Silent
Marlborough District,1690,2006,70-74 Years,True,Silent
Nelson City,1450,2006,70-74 Years,True,Silent
Tasman District,1510,2006,70-74 Years,True,Silent
South Wairarapa District,370,2006,70-74 Years,True,Silent
Carterton District,260,2006,70-74 Years,True,Silent
Masterton District,880,2006,70-74 Years,True,Silent
